Pair,L1,a1,b1,L2,a2,b2,DV,DV normF3,DECIEDE2000,GradoDE
7.2,45.64,26.295,-26.63,46.14,26.355,-27.08,0.902075489789311,0.505380845464538,0.53548483496689,0.6984720621907741
7.35,45.64,26.295,-26.63,47.91,26.65,-25.61,1.3580501509468608,0.760837137361557,2.31355520373228,0.6984720621907741
7.2,45.64,26.295,-26.63,46.14,26.355,-27.08,0.902075489789311,0.505380845464538,0.53548483496689,0.6932994610568873
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.700729774298615,2.49676249793865,0.6932994610568873
7.4,45.64,26.295,-26.63,45.58,25.445,-26.655,0.9288975286809318,0.520407686230273,0.470344009808333,0.6586890518799005
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.700729774298615,2.49676249793865,0.6586890518799005
7.6,45.64,26.295,-26.63,45.585,25.36,-25.51,0.8752534508976906,0.490354004698802,0.564542818186996,0.6627285565767147
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.700729774298615,2.49676249793865,0.6627285565767147
7.10,45.64,26.295,-26.63,45.875,26.325,-26.475,0.472922867523382,0.264951394333255,0.245094505303175,0.6158036657262059
7.12,45.64,26.295,-26.63,47.55,26.775,-26.81,1.0898297620306552,0.610568730264444,1.86547032595917,0.6158036657262059
7.10,45.64,26.295,-26.63,45.875,26.325,-26.475,0.472922867523382,0.264951394333255,0.245094505303175,0.6829468856675873
7.17,45.64,26.295,-26.63,47.665,26.69,-25.54,1.2507619953803784,0.700729774298615,2.10243080601791,0.6829468856675873
7.10,45.64,26.295,-26.63,45.875,26.325,-26.475,0.472922867523382,0.264951394333255,0.245094505303175,0.647831605387029
7.20,45.64,26.295,-26.63,47.625,25.91,-25.32,1.223939956488758,0.685702933532879,2.03491395390317,0.647831605387029
7.24,45.64,26.295,-26.63,45.7,25.015,-25.385,0.8484314120060701,0.475327163933067,0.678493693101905,0.6564793953673711
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.700729774298615,2.49676249793865,0.6564793953673711
7.32,45.64,26.295,-26.63,46.32,26.495,-26.95,0.7947873342228289,0.445273482401596,0.671032511460562,0.6083569455529962
7.35,45.64,26.295,-26.63,47.91,26.65,-25.61,1.3580501509468608,0.760837137361557,2.31355520373228,0.6083569455529962
7.32,45.64,26.295,-26.63,46.32,26.495,-26.95,0.7947873342228289,0.445273482401596,0.671032511460562,0.6872176696297939
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.700729774298615,2.49676249793865,0.6872176696297939
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.700729774298615,2.49676249793865,0.619275057321158
7.45,45.64,26.295,-26.63,46.485,26.155,-25.95,0.902075489789311,0.505380845464538,0.885196897082484,0.619275057321158
