Pair,L1,a1,b1,L2,a2,b2,DV,DV normF1,DECIEDE2000,GradoDE
1.2,64.46,-30.1,40.245,66.47,-30.35,40.805,1.1166518009222757,0.868662796567137,1.65530543833131,0.5218721033958003
1.46,64.46,-30.1,40.245,64.505,-29.91,40.25,0.902075489789311,0.701740163904567,0.0953915496659332,0.5218721033958003
1.2,64.46,-30.1,40.245,66.47,-30.35,40.805,1.1166518009222757,0.868662796567137,1.65530543833131,0.4083342786840955
1.50,64.46,-30.1,40.245,64.585,-30.23,40.66,1.33122811205524,1.03558542922971,0.17901840637785,0.4083342786840955
1.3,64.46,-30.1,40.245,66.43,-30.19,40.02,0.7947873342228289,0.618278847184324,1.61547923608161,0.47738744095354446
1.46,64.46,-30.1,40.245,64.505,-29.91,40.25,0.902075489789311,0.701740163904567,0.0953915496659332,0.47738744095354446
1.5,64.46,-30.1,40.245,66.34,-29.845,40.77,0.7947873342228289,0.618278847184324,1.5643426010491,0.39446589181747455
1.46,64.46,-30.1,40.245,64.505,-29.91,40.25,0.902075489789311,0.701740163904567,0.0953915496659332,0.39446589181747455
1.6,64.46,-30.1,40.245,66.555,-30.49,41.25,0.9557195675725523,0.743470822264689,1.74761464134554,0.39702742038135286
1.44,64.46,-30.1,40.245,64.675,-30.47,40.825,0.7679652953312082,0.597413518004263,0.275984661476642,0.39702742038135286
1.6,64.46,-30.1,40.245,66.555,-30.49,41.25,0.9557195675725523,0.743470822264689,1.74761464134554,0.5845039541846262
1.46,64.46,-30.1,40.245,64.505,-29.91,40.25,0.902075489789311,0.701740163904567,0.0953915496659332,0.5845039541846262
1.6,64.46,-30.1,40.245,66.555,-30.49,41.25,0.9557195675725523,0.743470822264689,1.74761464134554,0.37785028868311604
1.47,64.46,-30.1,40.245,64.555,-29.62,39.83,0.7679652953312082,0.597413518004263,0.218518180276339,0.37785028868311604
1.6,64.46,-30.1,40.245,66.555,-30.49,41.25,0.9557195675725523,0.743470822264689,1.74761464134554,0.3504644210698256
1.49,64.46,-30.1,40.245,64.53,-30.51,41.08,0.9825416064641728,0.764336150666832,0.297996515047133,0.3504644210698256
1.6,64.46,-30.1,40.245,66.555,-30.49,41.25,0.9557195675725523,0.743470822264689,1.74761464134554,0.5232119550062245
1.50,64.46,-30.1,40.245,64.585,-30.23,40.66,1.33122811205524,1.03558542922971,0.17901840637785,0.5232119550062245
1.8,64.46,-30.1,40.245,66.455,-30.93,41.29,1.3848721898384815,1.07731608758983,1.68131634607193,0.4411487344586907
1.46,64.46,-30.1,40.245,64.505,-29.91,40.25,0.902075489789311,0.701740163904567,0.0953915496659332,0.4411487344586907
1.8,64.46,-30.1,40.245,66.455,-30.93,41.29,1.3848721898384815,1.07731608758983,1.68131634607193,0.4291312207805175
1.50,64.46,-30.1,40.245,64.585,-30.23,40.66,1.33122811205524,1.03558542922971,0.17901840637785,0.4291312207805175
1.10,64.46,-30.1,40.245,66.56,-30.405,41.325,1.1166518009222757,0.868662796567137,1.75799684391927,0.4055729195351876
1.44,64.46,-30.1,40.245,64.675,-30.47,40.825,0.7679652953312082,0.597413518004263,0.275984661476642,0.4055729195351876
1.10,64.46,-30.1,40.245,66.56,-30.405,41.325,1.1166518009222757,0.868662796567137,1.75799684391927,0.5907532685760861
1.46,64.46,-30.1,40.245,64.505,-29.91,40.25,0.902075489789311,0.701740163904567,0.0953915496659332,0.5907532685760861
1.10,64.46,-30.1,40.245,66.56,-30.405,41.325,1.1166518009222757,0.868662796567137,1.75799684391927,0.3804963192150179
1.47,64.46,-30.1,40.245,64.555,-29.62,39.83,0.7679652953312082,0.597413518004263,0.218518180276339,0.3804963192150179
1.10,64.46,-30.1,40.245,66.56,-30.405,41.325,1.1166518009222757,0.868662796567137,1.75799684391927,0.36516395460198736
1.49,64.46,-30.1,40.245,64.53,-30.51,41.08,0.9825416064641728,0.764336150666832,0.297996515047133,0.36516395460198736
1.10,64.46,-30.1,40.245,66.56,-30.405,41.325,1.1166518009222757,0.868662796567137,1.75799684391927,0.5493933457454053
1.50,64.46,-30.1,40.245,64.585,-30.23,40.66,1.33122811205524,1.03558542922971,0.17901840637785,0.5493933457454053
7.2,45.64,26.295,-26.63,46.14,26.355,-27.08,0.902075489789311,0.701740163904567,0.53548483496689,0.5055913225575739
7.17,45.64,26.295,-26.63,47.665,26.69,-25.54,1.2507619953803784,0.972989441689524,2.10243080601791,0.5055913225575739
