Pair,L1,a1,b1,L2,a2,b2,DV,DV normF1,DECIEDE2000,GradoDE
7.2,45.64,26.295,-26.63,46.14,26.355,-27.08,0.902075489789311,0.701740163904567,0.53548483496689,0.6524986517968968
7.35,45.64,26.295,-26.63,47.91,26.65,-25.61,1.3580501509468608,1.05645075840977,2.31355520373228,0.6524986517968968
7.2,45.64,26.295,-26.63,46.14,26.355,-27.08,0.902075489789311,0.701740163904567,0.53548483496689,0.6823010026372842
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.972989441689524,2.49676249793865,0.6823010026372842
7.4,45.64,26.295,-26.63,45.58,25.445,-26.655,0.9288975286809318,0.722605493084628,0.470344009808333,0.6534637081123759
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.972989441689524,2.49676249793865,0.6534637081123759
7.6,45.64,26.295,-26.63,45.585,25.36,-25.51,0.8752534508976906,0.680874834724506,0.564542818186996,0.6453728066464808
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.972989441689524,2.49676249793865,0.6453728066464808
7.24,45.64,26.295,-26.63,45.7,25.015,-25.385,0.8484314120060701,0.660009505544446,0.678493693101905,0.6315666966835355
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.972989441689524,2.49676249793865,0.6315666966835355
7.32,45.64,26.295,-26.63,46.32,26.495,-26.95,0.7947873342228289,0.618278847184324,0.671032511460562,0.6419850230201092
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.972989441689524,2.49676249793865,0.6419850230201092
7.37,45.64,26.295,-26.63,48.145,25.135,-26.055,1.2507619953803784,0.972989441689524,2.49676249793865,0.6094509173198648
7.45,45.64,26.295,-26.63,46.485,26.155,-25.95,0.902075489789311,0.701740163904567,0.885196897082484,0.6094509173198648
