Pair,L1,a1,b1,L2,a2,b2,DV,DV normF3,DECIEDE2000,GradoDE00
1.367,27.600302,-29.435375,-12.171539,27.407864,-27.469625,-11.203574,0.866388,0.836460606436849,0.947285560493119,0.2990707142800948
1.887,27.899317,-29.165134,-9.072701,28.353571,-29.090569,-11.229582,2.54,2.45226150448713,1.45624135883702,0.2990707142800948
1.405,90.802719,-2.08146,1.455719,91.098381,-0.745106,1.522774,2.07852,2.00672227649866,1.84439998431562,0.28492997913424806
1.417,90.802719,-2.08146,1.455719,92.420166,-2.623296,2.606,0.572519,0.552742639483255,1.5688152159157,0.28492997913424806
1.424,41.720253,3.289109,-17.93857,41.657719,4.867814,-16.720016,3.17201,3.06244016332607,2.26753425900935,0.46837299668954185
1.428,41.720253,3.289109,-17.93857,42.077229,5.234933,-18.750866,1.58273,1.5280582090539,1.9802384544281,0.46837299668954185
1.424,41.720253,3.289109,-17.93857,41.657719,4.867814,-16.720016,3.17201,3.06244016332607,2.26753425900935,0.21094428145639987
1.690,42.0,3.116429,-15.347556,42.261749,4.568511,-18.164015,1.74,1.67989567630221,1.9027014131889,0.21094428145639987
1.608,64.314461,-0.04561,-0.044272,62.701313,-0.078866,-0.016986,1.4,1.35164019932362,1.35410172167071,0.4805077064456275
7.416,63.78670046345174,0.03242080829907179,0.10035764877245335,61.68871986942695,0.16649838872390132,-0.006524398489138328,2.999064,2.89546818767449,1.7919385620168,0.4805077064456275
1.723,65.826447,-1.626604,5.562673,65.787575,-0.392725,1.412608,4.44,4.28663034642633,3.8801300450876,0.7496765994209834
3.486,66.627518,-1.538718,3.45059,65.99086,0.428235,0.125481,1.71328,1.65409865764083,4.17660785982174,0.7496765994209834
1.731,40.361057,-22.629972,-20.694771,41.008755,-26.057306,-23.354427,2.0,1.93091457046231,1.86667094806585,0.7281429714172173
3.246,39.193775,-23.298607,-22.621935,41.047153,-26.06106,-24.810497,4.00997,3.87145475005837,2.15578470208678,0.7281429714172173
1.731,40.361057,-22.629972,-20.694771,41.008755,-26.057306,-23.354427,2.0,1.93091457046231,1.86667094806585,0.5543666029725087
3.247,39.193775,-23.298607,-22.621935,41.058342,-24.492168,-25.305843,4.48726,4.33225785772635,2.05201069237894,0.5543666029725087
1.755,52.297634,40.631897,55.162148,53.156815,44.695847,56.706951,1.55,1.49645879210829,1.8352507705738,0.233411453979424
3.399,52.495605,42.108311,56.62326,51.027096,40.209427,53.043381,3.10411,2.99688561365888,1.79449658255,0.233411453979424
1.756,51.916264,42.040627,55.536186,51.336044,41.654499,52.876324,0.9,0.868911556708039,1.13686932828116,0.28615603954988333
3.396,52.495605,42.108311,56.62326,51.854164,40.490696,54.537426,2.3629,2.28127901927269,0.901179621041073,0.28615603954988333
1.756,51.916264,42.040627,55.536186,51.336044,41.654499,52.876324,0.9,0.868911556708039,1.13686932828116,0.3530176795572815
3.399,52.495605,42.108311,56.62326,51.027096,40.209427,53.043381,3.10411,2.99688561365888,1.79449658255,0.3530176795572815
1.757,50.990017,39.760155,56.681999,51.255623,41.681393,52.987293,1.34,1.29371276220975,2.32337874486074,0.3170861476742578
3.399,52.495605,42.108311,56.62326,51.027096,40.209427,53.043381,3.10411,2.99688561365888,1.79449658255,0.3170861476742578
1.806,46.803467,11.959779,-15.394556,46.974487,8.613555,-14.298701,3.1,2.99291758421658,2.82733868722919,0.3033223270925442
